leading_item_id,following_item_id,value
XMKRPGLB,BSRMSVTC,647726
XMKRPGLB,SNHYOVBM,411085
XUOIQPFL,APQGTRMF,217920
XUOIQPFL,ATLDMDBO,43123081
XUOIQPFL,BEZYMBBT,3090502
XUOIQPFL,BTMOEMEP,14584105
XUOIQPFL,DBWLZWNK,330716
XUOIQPFL,DEWLVASR,736694
XUOIQPFL,DJBLNPNC,201627
XUOIQPFL,DNMPSKTB,4862758
XUOIQPFL,GYHKIVQT,19419944
XUOIQPFL,IGDVVKUD,200940
XUOIQPFL,JPBRUTWP,5647593
XUOIQPFL,KJNSOAHR,14348044
XUOIQPFL,LPHPPJUG,1456371
XUOIQPFL,LRVGFDFM,2065700
XUOIQPFL,LSOIUSXD,430169
XUOIQPFL,OGAFEHLU,172452
XUOIQPFL,OKMBFVKS,2049548
XUOIQPFL,OXKURKXR,275986
XUOIQPFL,QRKRBYJL,2308708
XUOIQPFL,QVLMOEYE,1085197
XUOIQPFL,RAWUKQMJ,3850685
XUOIQPFL,RCBZUSIM,210538
XUOIQPFL,SDWAYPIK,5814956
XUOIQPFL,UGEQLMXM,359228
XUOIQPFL,UIFPPCLR,301105
XUOIQPFL,UXSPKBJR,663874
XUOIQPFL,VBYCLTYZ,673576
XUOIQPFL,VWMBASNE,284844
XUOIQPFL,XIIEJNEE,225664
XUOIQPFL,ZGJXVMNI,2588582
XUOIQPFL,ZKENOUDA,681722
YSYHGLQK,AANGBULD,672915
YSYHGLQK,HCDTGMST,255795
YSYHGLQK,LPHPPJUG,1360251
YSYHGLQK,ZXERAXWP,245188
ZCELVYQU,BJALXPFS,367306
ZCELVYQU,BLANHGYY,242799
ZCELVYQU,ELQGMQWE,882446
ZCELVYQU,FWUCPMMW,211351
ZCELVYQU,LSOIUSXD,441178
ZCELVYQU,MBSBZBXA,4647154
ZCELVYQU,UGEQLMXM,390190
ZCELVYQU,WBLJNPZQ,371488
ZCELVYQU,ZXERAXWP,242227
ZGJXVMNI,AANGBULD,641901
ZGJXVMNI,ATLDMDBO,43261435
ZGJXVMNI,BEZYMBBT,3193697
ZGJXVMNI,DDEXPPXU,219726
ZGJXVMNI,DEWLVASR,607469
ZGJXVMNI,DNMPSKTB,5011489
ZGJXVMNI,EVBVXETX,4888808
ZGJXVMNI,FQCLOEXA,2168005
ZGJXVMNI,GYHKIVQT,19578295
ZGJXVMNI,JSLXRQOK,207157
ZGJXVMNI,KEUWZRKO,638451
ZGJXVMNI,LPHPPJUG,1354669
ZGJXVMNI,NZKBIBNU,450806
ZGJXVMNI,OKMBFVKS,2183936
ZGJXVMNI,QRKRBYJL,2457051
ZGJXVMNI,QVLMOEYE,1245460
ZGJXVMNI,RAWUKQMJ,3981097
ZGJXVMNI,RJGPVEXX,830097
ZGJXVMNI,SAHWCZNH,1945404
ZGJXVMNI,SDWAYPIK,5985936
ZGJXVMNI,UGEQLMXM,508019
ZGJXVMNI,UQYUIVVR,7354882
ZGJXVMNI,VBYCLTYZ,812654
ZGJXVMNI,VUAFAIYJ,900152
ZGJXVMNI,WBLJNPZQ,469949
ZGJXVMNI,WPQXWHYO,11541726
ZGJXVMNI,XUOIQPFL,2308425
ZGJXVMNI,ZKENOUDA,541206
ZKENOUDA,AANGBULD,655480
ZKENOUDA,APQGTRMF,366733
ZKENOUDA,BEZYMBBT,3216329
ZKENOUDA,DEWLVASR,588837
ZKENOUDA,DNMPSKTB,5004383
ZKENOUDA,ELQGMQWE,885159
ZKENOUDA,EVBVXETX,4898357
ZKENOUDA,FITUEHWN,278822
ZKENOUDA,FQCLOEXA,2189244
ZKENOUDA,FTSVTTSR,382059
ZKENOUDA,GKQIJYDH,7785166
ZKENOUDA,GYHKIVQT,19585013
ZKENOUDA,KJNSOAHR,14235099
ZKENOUDA,NAQIHUKZ,218015
ZKENOUDA,OKMBFVKS,2202419
ZKENOUDA,QVLMOEYE,1254354
ZKENOUDA,RJGPVEXX,856026
ZKENOUDA,SDWAYPIK,5983682
ZKENOUDA,UIFPPCLR,428691
ZKENOUDA,VMAQSTJE,348386
ZKENOUDA,VUAFAIYJ,913332
ZKENOUDA,XIIEJNEE,239086
ZKENOUDA,XUOIQPFL,2323447
ZKENOUDA,ZCELVYQU,381190
ZKENOUDA,ZGJXVMNI,2485838
ZKENOUDA,ZXERAXWP,237179
ZXERAXWP,BEZYMBBT,3217459
ZXERAXWP,CCLHWFWF,15526259
ZXERAXWP,DBWLZWNK,477316
ZXERAXWP,FITUEHWN,287741
ZXERAXWP,MIRCVAMV,382050
ZXERAXWP,UIFPPCLR,437398
ZXERAXWP,WHPUAOID,236284
